num,id,name,year,rank,average,bayes_average,users_rated,url,thumbnail
308,199042,Harry Potter: Hogwarts Battle,2016,309,7.43,7.119,14072,/boardgame/199042/harry-potter-hogwarts-battle,https://cf.geekdo-images.com/ugYBvYxyWyx8_BqaFKZlGw__micro/img/iyrkaTWLSuOjaOCE3M7OwYb3RNM=/fit-in/64x64/filters:strip_icc()/pic3518231.jpg
36,285774,Marvel Champions: The Card Game,2019,37,8.2,7.802,14032,/boardgame/285774/marvel-champions-card-game,https://cf.geekdo-images.com/kRvUgYiaOq07kC67ZK5UoQ__micro/img/4DLQr45lpVBfCkiy-kVwhl4z4vQ=/fit-in/64x64/filters:strip_icc()/pic4900321.jpg
117,262712,Res Arcana,2019,118,7.74,7.457,13955,/boardgame/262712/res-arcana,https://cf.geekdo-images.com/gcALy45JfcjyKUn6T3mBIQ__micro/img/lGAmt1ncLJQjn8D9eilWID5pVNA=/fit-in/64x64/filters:strip_icc()/pic4422847.jpg
303,219513,Bärenpark,2017,304,7.35,7.128,13926,/boardgame/219513/barenpark,https://cf.geekdo-images.com/9JC16l1EMwmJkpbjaUBkpw__micro/img/4kDAm7tLUe-cIF3gM4g32_4Lbbw=/fit-in/64x64/filters:strip_icc()/pic3486218.jpg
282,172818,Above and Below,2015,283,7.4,7.151,13906,/boardgame/172818/above-and-below,https://cf.geekdo-images.com/U0wpvRmBe65e4vwGf0Jbpg__micro/img/FNt-19TVLHdehdXPXLpP6ch7M-U=/fit-in/64x64/filters:strip_icc()/pic2398773.jpg
217,198994,Hero Realms,2016,218,7.58,7.263,13901,/boardgame/198994/hero-realms,https://cf.geekdo-images.com/6xc4TuJynN5o_ZF0fHOdAA__micro/img/eam3ZSSq-J6bUY8ee_oZRs7CQDc=/fit-in/64x64/filters:strip_icc()/pic6162556.png
666,20100,Wits & Wagers,2005,667,6.93,6.762,13898,/boardgame/20100/wits-wagers,https://cf.geekdo-images.com/TxojLHTFHfBOBAk9MQSyLg__micro/img/dzKRcYtnRFYuMc11zrkHNRUs4GU=/fit-in/64x64/filters:strip_icc()/pic2558555.jpg
227,140620,Lewis & Clark: The Expedition,2013,228,7.48,7.248,13883,/boardgame/140620/lewis-clark-expedition,https://cf.geekdo-images.com/IiJ1JK6AjlSCKsC8U_DqMw__micro/img/S4aqpOMQRBpqEX7hcNgh0JSxqIs=/fit-in/64x64/filters:strip_icc()/pic5375937.jpg
1572,27627,Talisman: Revised 4th Edition,2007,1573,6.52,6.269,13883,/boardgame/27627/talisman-revised-4th-edition,https://cf.geekdo-images.com/PxQnAcYv74J-dJW_s6CHMA__micro/img/uHOsgjbuPAYoKXUd7CpwRtDtbVc=/fit-in/64x64/filters:strip_icc()/pic332870.jpg
185,215,Tichu,1991,186,7.58,7.316,13882,/boardgame/215/tichu,https://cf.geekdo-images.com/gz8_8iYP2SSGVAxpp7CwLg__micro/img/Zh8jmDHSaC7uODAT8h6CVmuS17c=/fit-in/64x64/filters:strip_icc()/pic5854968.png
212,199478,Flamme Rouge,2016,213,7.54,7.266,13875,/boardgame/199478/flamme-rouge,https://cf.geekdo-images.com/sUrK5CCscls-tTc2hJWDPg__micro/img/PTlyXvh_tmf5UpHHNWxbslhusrc=/fit-in/64x64/filters:strip_icc()/pic3482521.jpg
64,191189,Aeon's End,2016,65,8.01,7.667,13837,/boardgame/191189/aeons-end,https://cf.geekdo-images.com/d50LceHj6LIafa4S_qIsCg__micro/img/0El7f9TAr9UfvKlcsXYrBe8jEOc=/fit-in/64x64/filters:strip_icc()/pic3189350.jpg
295,21241,Neuroshima Hex! 3.0,2006,296,7.4,7.136,13802,/boardgame/21241/neuroshima-hex-30,https://cf.geekdo-images.com/8KB-cVXjNmYA6xuw-lo6eg__micro/img/k3SyRsZFaevVgQXWcjiu7zzmHtE=/fit-in/64x64/filters:strip_icc()/pic1844819.jpg
768,29368,Last Night on Earth: The Zombie Game,2007,769,6.93,6.69,13734,/boardgame/29368/last-night-earth-zombie-game,https://cf.geekdo-images.com/GDAMIquqrvUxS2qvJvmgXw__micro/img/7qV1KEEMOHfBZTxdl-cVuiwRQoQ=/fit-in/64x64/filters:strip_icc()/pic207777.jpg
194,176189,Zombicide: Black Plague,2015,195,7.67,7.299,13708,/boardgame/176189/zombicide-black-plague,https://cf.geekdo-images.com/kVHuMBxmathfnq42XINBQg__micro/img/17IfAug85jPaAXn4YYcYgtnXHCY=/fit-in/64x64/filters:strip_icc()/pic2482309.jpg
719,161417,Red7,2014,720,6.9,6.722,13659,/boardgame/161417/red7,https://cf.geekdo-images.com/7zH6Kt5ebWEixjDGmHweNA__micro/img/bt8RJ94CoATGfENN1ymIIeFqEjE=/fit-in/64x64/filters:strip_icc()/pic2247258.png
41,221107,Pandemic Legacy: Season 2,2017,42,8.11,7.784,13644,/boardgame/221107/pandemic-legacy-season-2,https://cf.geekdo-images.com/Qtkb-UTvHa0-kxt_MK1nKw__micro/img/eYV_Y45Hk66WceHroLlRqnHEHmg=/fit-in/64x64/filters:strip_icc()/pic3763549.jpg
240,97207,Dungeon Petz,2011,241,7.45,7.214,13491,/boardgame/97207/dungeon-petz,https://cf.geekdo-images.com/7JjAm9RM8E2pbu5KCCbsTQ__micro/img/sAJJZ3wL76E2goUQfFPZjPvVVHs=/fit-in/64x64/filters:strip_icc()/pic1103979.jpg
62,521,Crokinole,1876,63,7.95,7.672,13453,/boardgame/521/crokinole,https://cf.geekdo-images.com/7ejbxsn-UtLl3ehamuAEdw__micro/img/5UygdMxz3N_dTCkGlwVlgJXK_vg=/fit-in/64x64/filters:strip_icc()/pic79413.jpg
747,155362,Ca$h 'n Guns (Second Edition),2014,748,6.88,6.704,13377,/boardgame/155362/cah-n-guns-second-edition,https://cf.geekdo-images.com/b4qSA5fvVJe9QQOKPCMoNA__micro/img/vaB7Q7BJeKrXO4VedixjgmDBnuw=/fit-in/64x64/filters:strip_icc()/pic2907864.jpg
944,91536,Quarriors!,2011,945,6.75,6.568,13371,/boardgame/91536/quarriors,https://cf.geekdo-images.com/12Bgvi0MpA10redngwI5MA__micro/img/ftK6AjL6zNba91mMcFWWqAhQZuI=/fit-in/64x64/filters:strip_icc()/pic1604985.jpg
1027,278,Catan Card Game,1996,1028,6.71,6.528,13320,/boardgame/278/catan-card-game,https://cf.geekdo-images.com/CRCOv0p4FgZaze_3fGuhIA__micro/img/iloyeb-oT1HWFnnv7tcoswA8gqk=/fit-in/64x64/filters:strip_icc()/pic706443.jpg
45,185343,Anachrony,2017,46,8.11,7.755,13318,/boardgame/185343/anachrony,https://cf.geekdo-images.com/31quLNzteInnevVRAABoow__micro/img/CMEokoPk9cBV5A82_eBwjDJPMfE=/fit-in/64x64/filters:strip_icc()/pic3499707.jpg
222,19857,Glory to Rome,2005,223,7.49,7.253,13278,/boardgame/19857/glory-rome,https://cf.geekdo-images.com/S_-n-WRvpzgH-d8xuzJgmg__micro/img/RhyNzWNeEPIO6hULZvb7r99c_24=/fit-in/64x64/filters:strip_icc()/pic1079512.png
726,45,Perudo,1800,727,6.9,6.719,13220,/boardgame/45/perudo,https://cf.geekdo-images.com/UCiGSoCqbOsXS8JzZZC_SA__micro/img/DmMaSgHjMK6YabR0LH-hBmJ96rI=/fit-in/64x64/filters:strip_icc()/pic3949242.png
287,45315,Dungeon Lords,2009,288,7.38,7.148,13169,/boardgame/45315/dungeon-lords,https://cf.geekdo-images.com/7B3t9ZgAvTqaAMsrPsBjPg__micro/img/S0fEpiKWFw3HaB883TUvjIP63BE=/fit-in/64x64/filters:strip_icc()/pic569340.jpg
293,25292,Merchants & Marauders,2010,294,7.4,7.138,13149,/boardgame/25292/merchants-marauders,https://cf.geekdo-images.com/RmKYojYHmV8X-ebtNgaz-g__micro/img/SiaRHWgBMbF_dbgNVgtAxqCNz90=/fit-in/64x64/filters:strip_icc()/pic738119.jpg
215,20551,Shogun,2006,216,7.53,7.264,13133,/boardgame/20551/shogun,https://cf.geekdo-images.com/j6UzppDoJv9tKHQl-pWpIw__micro/img/hRYLArQb0yagWbKaDb419uzaUaU=/fit-in/64x64/filters:strip_icc()/pic3336315.jpg
341,265736,Tiny Towns,2019,342,7.32,7.076,13116,/boardgame/265736/tiny-towns,https://cf.geekdo-images.com/aE1EoOzr530gQin8bj8QDA__micro/img/tciAo9bu8JXQaYq6HDCBxsN2X0I=/fit-in/64x64/filters:strip_icc()/pic4460401.jpg
150,221194,Dinosaur Island,2017,151,7.68,7.376,13114,/boardgame/221194/dinosaur-island,https://cf.geekdo-images.com/hLJv1A1TwrMrLLIJhVpKVA__micro/img/2q4ZXl47RT-ehH3NTN5WBzp--BI=/fit-in/64x64/filters:strip_icc()/pic3429338.png
523,503,Through the Desert,1998,524,7.08,6.885,13100,/boardgame/503/through-desert,https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__micro/img/ah8j6bKKIJNTQjthAGLG7mZjGl4=/fit-in/64x64/filters:strip_icc()/pic3764263.jpg
443,191862,Imhotep,2016,444,7.18,6.958,13066,/boardgame/191862/imhotep,https://cf.geekdo-images.com/HkAt5n4R8XM0vNozl7fftA__micro/img/tLvdBjc8RBd6m9MBB7SAbyS6r9o=/fit-in/64x64/filters:strip_icc()/pic3029488.jpg
411,83330,Mansions of Madness,2011,412,7.29,6.993,13055,/boardgame/83330/mansions-madness,https://cf.geekdo-images.com/JtjGOgkaIxnLUeoV56cWFQ__micro/img/D9FUu4-BhBTw08yIZVjF9QplXiI=/fit-in/64x64/filters:strip_icc()/pic814011.jpg
448,171668,The Grizzled,2015,449,7.18,6.955,13051,/boardgame/171668/grizzled,https://cf.geekdo-images.com/5JuQCtSAeSZpAL3WgWdwow__micro/img/vWt_HVD0X_DPmHFFvFmUkKff9OA=/fit-in/64x64/filters:strip_icc()/pic3719610.png
649,256382,Disney Villainous,2018,650,7.05,6.775,12993,/boardgame/256382/disney-villainous,https://cf.geekdo-images.com/7Ej5V5Dq92QdvVFvISfl_A__micro/img/BCdE7g9OzVwSl3OQs-OYMlZcum8=/fit-in/64x64/filters:strip_icc()/pic4216110.jpg
210,158600,Hanamikoji,2013,211,7.53,7.269,12972,/boardgame/158600/hanamikoji,https://cf.geekdo-images.com/uiVZ7QVfRFQx3EBG8eDU8w__micro/img/r_l4DZAV17oE9_lEaqlAccTdCNY=/fit-in/64x64/filters:strip_icc()/pic6339446.png
457,125618,Libertalia,2012,458,7.15,6.946,12942,/boardgame/125618/libertalia,https://cf.geekdo-images.com/LeUx57CGYdnIEsnGebOB0A__micro/img/6zCaWsmb8Jp1wprYbT_IyHSe_Do=/fit-in/64x64/filters:strip_icc()/pic1326136.jpg
44,247763,Underwater Cities,2018,45,8.1,7.768,12751,/boardgame/247763/underwater-cities,https://cf.geekdo-images.com/PwOwTVHovJAUQgghnGqCOg__micro/img/9ftDcGDumAWKm_3hmu6JUwjb1aU=/fit-in/64x64/filters:strip_icc()/pic4837710.png
371,197376,Charterstone,2017,372,7.32,7.046,12748,/boardgame/197376/charterstone,https://cf.geekdo-images.com/yKjDaHQiv28iqtzDxfQOZQ__micro/img/TuSUnJIZZcIBzBKdjF2kSiaPIxM=/fit-in/64x64/filters:strip_icc()/pic3322613.jpg
305,119890,Agricola: All Creatures Big and Small,2012,306,7.37,7.127,12748,/boardgame/119890/agricola-all-creatures-big-and-small,https://cf.geekdo-images.com/iaxdcb_l3F8McwzyoiiCig__micro/img/wi1Fn1qHOX0BCYezqYneLTlmsfI=/fit-in/64x64/filters:strip_icc()/pic1514252.jpg
21631,2243,Yahtzee,1956,21632,5.41,5.375,12725,/boardgame/2243/yahtzee,https://cf.geekdo-images.com/dp-pJkUemCjhrwi9QItrPA__micro/img/3qjMWE7sjW6MLUCwOt0E7ihuGUE=/fit-in/64x64/filters:strip_icc()/pic378237.jpg
131,43015,Hansa Teutonica,2009,132,7.68,7.421,12654,/boardgame/43015/hansa-teutonica,https://cf.geekdo-images.com/3IkzYcplGfFtVrd3syClHg__micro/img/gSljCSjGBUwiOML1TUKVIMX1TJQ=/fit-in/64x64/filters:strip_icc()/pic839090.jpg
10522,2452,Jenga,1983,10523,5.62,5.549,12641,/boardgame/2452/jenga,https://cf.geekdo-images.com/YH5C06snaoJtDqKjwMROPw__micro/img/6evsKUeGon0CmYZyGz1GnHApHHg=/fit-in/64x64/filters:strip_icc()/pic5140451.jpg
115,266524,PARKS,2019,116,7.8,7.467,12639,/boardgame/266524/parks,https://cf.geekdo-images.com/mF2cSNRk2O6HtE45Sl9TcA__micro/img/-HROI5hgpItpxFauKvAzFbFgEns=/fit-in/64x64/filters:strip_icc()/pic4852372.jpg
654,71721,Space Hulk: Death Angel – The Card Game,2010,655,7,6.771,12575,/boardgame/71721/space-hulk-death-angel-card-game,https://cf.geekdo-images.com/B0fdjhzvOdTJD65h1_1BNA__micro/img/H6Nil7Zw7E7ExOBcRI1kU8na1As=/fit-in/64x64/filters:strip_icc()/pic1873572.jpg
315,25554,Notre Dame,2007,316,7.33,7.103,12568,/boardgame/25554/notre-dame,https://cf.geekdo-images.com/d1g8Yh14XHf63H3VOC93AA__micro/img/7HR5lpqLIQ6ud7DIiAktP2tW0xw=/fit-in/64x64/filters:strip_icc()/pic199316.jpg
244,181279,Fury of Dracula (Third/Fourth Edition),2015,245,7.49,7.204,12474,/boardgame/181279/fury-dracula-thirdfourth-edition,https://cf.geekdo-images.com/iLiUp891Wqb5EE0gBqjBaA__micro/img/oZxfVfVooGiPtUcIveUUa247Vlg=/fit-in/64x64/filters:strip_icc()/pic4411188.jpg
1185,150312,Welcome to the Dungeon,2013,1186,6.58,6.437,12470,/boardgame/150312/welcome-dungeon,https://cf.geekdo-images.com/2w4G4Ltx0FFwW1XgkXg7Hw__micro/img/9wT63GjydBZiQj7v6xW22mRmqoU=/fit-in/64x64/filters:strip_icc()/pic2436689.jpg
656,483,Diplomacy,1959,657,7.04,6.77,12447,/boardgame/483/diplomacy,https://cf.geekdo-images.com/nogL4_97ys563HqEIM3PVA__micro/img/uO6daEsWGR6szWthqyW_94MGRfo=/fit-in/64x64/filters:strip_icc()/pic288149.jpg
163,31627,Ticket to Ride: Nordic Countries,2007,164,7.64,7.351,12351,/boardgame/31627/ticket-ride-nordic-countries,https://cf.geekdo-images.com/uiLW4kCvt86Tz2woZmIN5g__micro/img/_taodevE-4YoRQ231J4JwiwB7b0=/fit-in/64x64/filters:strip_icc()/pic369616.jpg
1330,2397,Backgammon,3000,1331,6.54,6.362,12302,/boardgame/2397/backgammon,https://cf.geekdo-images.com/_6HVCuGni6NunlrSje0ySQ__micro/img/dS4v8BYG9fva22OehUUk3VIluFE=/fit-in/64x64/filters:strip_icc()/pic1361122.jpg
639,69789,Ascension: Deckbuilding Game,2010,640,7.03,6.782,12286,/boardgame/69789/ascension-deckbuilding-game,https://cf.geekdo-images.com/DP20jf4R3RcsjJUwwV1vCw__micro/img/xB9CZNKRTQy7WSweAFcLA9JfrOY=/fit-in/64x64/filters:strip_icc()/pic2382123.jpg
367,66188,Fresco,2010,368,7.27,7.048,12263,/boardgame/66188/fresco,https://cf.geekdo-images.com/DCVRR-zA7Jy9wjuZudTZ8w__micro/img/TgVe3LwJ3sNYM50olu30L99Kz78=/fit-in/64x64/filters:strip_icc()/pic714398.jpg
485,133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,2013,486,7.19,6.924,12262,/boardgame/133038/pathfinder-adventure-card-game-rise-runelords-base,https://cf.geekdo-images.com/oilW_2LuTedEdM0R2y3_MA__micro/img/uxanr-7i8FHXRtFnzMFGmg2hqrU=/fit-in/64x64/filters:strip_icc()/pic1775517.jpg
677,169654,Deep Sea Adventure,2014,678,6.96,6.754,12191,/boardgame/169654/deep-sea-adventure,https://cf.geekdo-images.com/owyKXaa5SPB2HG9F_MueNQ__micro/img/iXptFeoq3w2wNDW-ABy4MqvG2WI=/fit-in/64x64/filters:strip_icc()/pic3169827.png
479,34119,Tales of the Arabian Nights,2009,480,7.19,6.929,11983,/boardgame/34119/tales-arabian-nights,https://cf.geekdo-images.com/ibYzk1WgVEEnC0hnXdpqpg__micro/img/yNIyq6ZxGZlsHGzokYMMaK9T_P4=/fit-in/64x64/filters:strip_icc()/pic486114.jpg
120,146652,Legendary Encounters: An Alien Deck Building Game,2014,121,7.78,7.444,11943,/boardgame/146652/legendary-encounters-alien-deck-building-game,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__micro/img/t589A9KaC7S6E4LN61DKRFw4T-k=/fit-in/64x64/filters:strip_icc()/pic2225180.jpg
1459,8098,Jungle Speed,1997,1460,6.49,6.303,11915,/boardgame/8098/jungle-speed,https://cf.geekdo-images.com/pb553nZgH3akaF24MzT7nA__micro/img/P4WLVpp2ebbH3QGPC9eGkD6kics=/fit-in/64x64/filters:strip_icc()/pic4659199.jpg
524,4390,Carcassonne: Hunters and Gatherers,2002,525,7.13,6.884,11738,/boardgame/4390/carcassonne-hunters-and-gatherers,https://cf.geekdo-images.com/NSD4L9c-rY5OOlJYFlQ2Wg__micro/img/24OH1Dg8dljTUr02UMMtjD3fONg=/fit-in/64x64/filters:strip_icc()/pic5647234.png
390,176396,Quadropolis,2016,391,7.27,7.021,11713,/boardgame/176396/quadropolis,https://cf.geekdo-images.com/y7kVtuCs6EfItCGUloqBAA__micro/img/mh60FBp6NTN5nGb-IBmX8YZ-VRU=/fit-in/64x64/filters:strip_icc()/pic2840020.jpg
777,37380,Roll Through the Ages: The Bronze Age,2008,778,6.87,6.685,11687,/boardgame/37380/roll-through-ages-bronze-age,https://cf.geekdo-images.com/VoLyy7ScO6aAU9Neo7KCiA__micro/img/BqNomXhrvbGqXBzQQBOJMHxlMTs=/fit-in/64x64/filters:strip_icc()/pic986758.jpg
74,200680,Agricola (Revised Edition),2016,75,8,7.624,11678,/boardgame/200680/agricola-revised-edition,https://cf.geekdo-images.com/Vf_0TrTfz9yll7rVBvYGsg__micro/img/-rkh8miCGz860ChoPFB0i_jjgog=/fit-in/64x64/filters:strip_icc()/pic3029377.jpg
88,172386,Mombasa,2015,89,7.87,7.553,11641,/boardgame/172386/mombasa,https://cf.geekdo-images.com/VceWk5QVkgIp6rWDl5qHKQ__micro/img/nHZMadoKR1T5fSg9V6rkR3e39M0=/fit-in/64x64/filters:strip_icc()/pic2611318.jpg
382,274960,Point Salad,2019,383,7.28,7.029,11629,/boardgame/274960/point-salad,https://cf.geekdo-images.com/Xy0W9NtEpX0EVjwgxO3IEA__micro/img/TRTwdSgE7fu2xERZGhGa53KXSyQ=/fit-in/64x64/filters:strip_icc()/pic4621571.png
358,155987,Abyss,2014,359,7.33,7.061,11583,/boardgame/155987/abyss,https://cf.geekdo-images.com/O9nPs9wrCghDF4izqFtoGQ__micro/img/O_nXkZIbaaS5EbyUUPv1zOOOx4g=/fit-in/64x64/filters:strip_icc()/pic1965255.jpg
594,699,HeroQuest,1989,595,7.15,6.812,11566,/boardgame/699/heroquest,https://cf.geekdo-images.com/Xs-1y-7jfcx8K1ybu1NkAQ__micro/img/S8oKKIo6BtbHjEmjJEYvt3hn0vg=/fit-in/64x64/filters:strip_icc()/pic338410.jpg
174,126042,Nations,2013,175,7.63,7.338,11485,/boardgame/126042/nations,https://cf.geekdo-images.com/-hn7gA50ci0n7j9u_-jHhA__micro/img/wqK9XigibGoPnVnMR9XimKtdtdI=/fit-in/64x64/filters:strip_icc()/pic1591406.png
410,17226,Descent: Journeys in the Dark,2005,411,7.3,6.993,11449,/boardgame/17226/descent-journeys-dark,https://cf.geekdo-images.com/915Abv-1k4_f_-__SkXybg__micro/img/6eqvyJfswNhEm3U55QRdNRSnDC8=/fit-in/64x64/filters:strip_icc()/pic249300.jpg
1476,1198,SET,1988,1477,6.49,6.299,11387,/boardgame/1198/set,https://cf.geekdo-images.com/yOWJiLykXC5RfOgRukdoKQ__micro/img/SHWKv5NtyltJs0Jy3mYad_DiOrk=/fit-in/64x64/filters:strip_icc()/pic3524881.jpg
148,17133,Railways of the World,2005,149,7.69,7.383,11352,/boardgame/17133/railways-world,https://cf.geekdo-images.com/Sz0wLg3TgycpzSvSMdzRJA__micro/img/Qp-qTxyFWOjO85ivNk_y3Edtp3w=/fit-in/64x64/filters:strip_icc()/pic3869603.jpg
1664,1219,Labyrinth,1986,1665,6.41,6.235,11328,/boardgame/1219/labyrinth,https://cf.geekdo-images.com/qpL225YNN5iKRPotB7Q7MA__micro/img/SnoM_CSCNK0KeW-SSzITfwvAbQo=/fit-in/64x64/filters:strip_icc()/pic6173371.jpg
21822,2921,The Game of Life,1960,21823,4.31,4.313,11324,/boardgame/2921/game-of-life,https://cf.geekdo-images.com/c4S2XDRb_DCYCAV-ZAzDpg__micro/img/uzzz5zVETv-0DRPZJk8ib9ntW-Y=/fit-in/64x64/filters:strip_icc()/pic288405.jpg
90,269385,The Lord of the Rings: Journeys in Middle-Earth,2019,91,8.01,7.55,11221,/boardgame/269385/lord-rings-journeys-middle-earth,https://cf.geekdo-images.com/1XA2-niwTBa0HEB7hOz3Dw__micro/img/yhbf5YV6KtavOaIVcFC1ZrDQE_0=/fit-in/64x64/filters:strip_icc()/pic4530974.jpg
332,31594,In the Year of the Dragon,2007,333,7.33,7.084,11189,/boardgame/31594/year-dragon,https://cf.geekdo-images.com/4X3HUNl0WsJnTcJYi7bu9Q__micro/img/9pbz7wOrUDyODYpO2MKxR8PXh18=/fit-in/64x64/filters:strip_icc()/pic285822.jpg
213,128621,Viticulture,2013,214,7.56,7.265,11181,/boardgame/128621/viticulture,https://cf.geekdo-images.com/WrnWFA1Sysm3-nQyBe1sUA__micro/img/9VtWtRAgJR0iCHf2vNdT8GFmfes=/fit-in/64x64/filters:strip_icc()/pic2619743.jpg
193,242302,Space Base,2018,194,7.6,7.302,11160,/boardgame/242302/space-base,https://cf.geekdo-images.com/yk9yv8hNWlNesafgXAKNDA__micro/img/pn85RaBnGIvPBLOXDfXXJItQ5b4=/fit-in/64x64/filters:strip_icc()/pic4017302.jpg
66,266810,Paladins of the West Kingdom,2019,67,8.03,7.655,11140,/boardgame/266810/paladins-west-kingdom,https://cf.geekdo-images.com/4nhokcLdYoo6ulbZ1rmGgA__micro/img/WMzScSxJICvIyErl47KBVoskhnQ=/fit-in/64x64/filters:strip_icc()/pic4462987.png
522,42215,Tobago,2009,523,7.11,6.885,11136,/boardgame/42215/tobago,https://cf.geekdo-images.com/fuC2C10_6QK84R45Mseojw__micro/img/_kHXvo0fM6UfxwKh1WS253YRPpA=/fit-in/64x64/filters:strip_icc()/pic596625.jpg
2016,1111,Taboo,1989,2017,6.29,6.128,11133,/boardgame/1111/taboo,https://cf.geekdo-images.com/e8wVvax1VqQkgCu_AST5Aw__micro/img/JmIhqbQ2Zs3cfp7_zJvy8IHBmUs=/fit-in/64x64/filters:strip_icc()/pic212946.jpg
95,281259,The Isle of Cats,2019,96,7.92,7.529,11116,/boardgame/281259/isle-cats,https://cf.geekdo-images.com/AuAheDzhkLufiZFE9JaRNA__micro/img/rx1j8qFjOrmsWHaQhseRKppXKSA=/fit-in/64x64/filters:strip_icc()/pic4781085.jpg
56,125153,The Gallerist,2015,57,8.06,7.688,11116,/boardgame/125153/gallerist,https://cf.geekdo-images.com/ie1GSt1XV04sXQXt-3O1UQ__micro/img/Zxap2me5W8VgLK_VNU_lY5vLnbA=/fit-in/64x64/filters:strip_icc()/pic2503200.png
202,9216,Goa,2004,203,7.58,7.286,11083,/boardgame/9216/goa,https://cf.geekdo-images.com/9sbSKcc-Fm8Od5wwuf3kgg__micro/img/82J531OMC1pTtolXwo-4ulMQPtM=/fit-in/64x64/filters:strip_icc()/pic1215969.jpg
376,138161,Firefly: The Game,2013,377,7.39,7.041,10949,/boardgame/138161/firefly-game,https://cf.geekdo-images.com/iRkRCqB6-J428N8JPjL5fg__micro/img/FFWJ5AAS2Xx0UcCAzWdggg-67hU=/fit-in/64x64/filters:strip_icc()/pic1727008.png
446,221965,The Fox in the Forest,2017,447,7.2,6.955,10879,/boardgame/221965/fox-forest,https://cf.geekdo-images.com/spcy6nvsfq-hxYgwEpmidQ__micro/img/JIsg3_QQ0J-4frq74pDnlBJO5j8=/fit-in/64x64/filters:strip_icc()/pic3496085.jpg
257,206718,Ethnos,2017,258,7.48,7.19,10875,/boardgame/206718/ethnos,https://cf.geekdo-images.com/UIKUXkcnH3Bd4fjcPGINcA__micro/img/CXwKLTFbze6qDzCDGOlSygJ9-Fg=/fit-in/64x64/filters:strip_icc()/pic3304124.png
104,233371,Clank! In! Space!: A Deck-Building Adventure,2017,105,7.85,7.492,10760,/boardgame/233371/clank-space-deck-building-adventure,https://cf.geekdo-images.com/haDQw7X8Z0VOItfow9eDtg__micro/img/ft8GB8AfU53V5KqpeK-7JHhRJdQ=/fit-in/64x64/filters:strip_icc()/pic3720843.jpg
94,203993,Lorenzo il Magnifico,2016,95,7.88,7.529,10745,/boardgame/203993/lorenzo-il-magnifico,https://cf.geekdo-images.com/8G6GkImjt0F_L5aYb8fmtQ__micro/img/kDuDqsd-uzh0n9aqlsEoHXZbgfY=/fit-in/64x64/filters:strip_icc()/pic3175535.jpg
285,136888,Bruges,2013,286,7.42,7.149,10698,/boardgame/136888/bruges,https://cf.geekdo-images.com/A8JeebUT3mu4zUmYs9clDQ__micro/img/TJKl9aW__kx5LARqWoetuxScnFk=/fit-in/64x64/filters:strip_icc()/pic1652004.jpg
39,276025,Maracaibo,2019,40,8.2,7.794,10683,/boardgame/276025/maracaibo,https://cf.geekdo-images.com/rMNa0k05zMdKgSEp26Q3Tw__micro/img/rDI-yCgwVbB_szRjUWOY8IKIdUk=/fit-in/64x64/filters:strip_icc()/pic4917407.jpg
327,90137,Blood Bowl: Team Manager – The Card Game,2011,328,7.38,7.09,10642,/boardgame/90137/blood-bowl-team-manager-card-game,https://cf.geekdo-images.com/45THq8eYHMqv3wEfckUVmQ__micro/img/m4ejaQ2X3jUrWIM2Y5Hfy7t30Uk=/fit-in/64x64/filters:strip_icc()/pic1222746.jpg
815,131260,Qwixx,2012,816,6.87,6.665,10637,/boardgame/131260/qwixx,https://cf.geekdo-images.com/aOt-bT9nDzZdWl0dUqLy4w__micro/img/fQjcFr2tJVOE1E22PyNzxkMwHAw=/fit-in/64x64/filters:strip_icc()/pic1950487.jpg
260,93260,Summoner Wars: Master Set,2011,261,7.5,7.188,10569,/boardgame/93260/summoner-wars-master-set,https://cf.geekdo-images.com/JvkUZy1YS7V9GX-7JutIYg__micro/img/4NJsS-pFS6ZhKhm3Xf4OZhPWgrU=/fit-in/64x64/filters:strip_icc()/pic923048.jpg
1500,98,Axis & Allies,1981,1501,6.56,6.291,10497,/boardgame/98/axis-allies,https://cf.geekdo-images.com/pWUe-w4DpXdcmH6GqbZqCw__micro/img/jAA9n4cfNwZ1HLmTCvo7kVxU-Mg=/fit-in/64x64/filters:strip_icc()/pic24006.jpg
661,183840,Oh My Goods!,2015,662,7,6.766,10431,/boardgame/183840/oh-my-goods,https://cf.geekdo-images.com/nYIjEKh_0nYX48uD_tLawA__micro/img/YcEgw_a9NzN0VOGjc6IF7UWY6bY=/fit-in/64x64/filters:strip_icc()/pic3032677.jpg
142,220877,Rajas of the Ganges,2017,143,7.72,7.392,10422,/boardgame/220877/rajas-ganges,https://cf.geekdo-images.com/hR5sxxqNY3gjvLwifaqRww__micro/img/sKKxT9rwkJ1mq4miIA7vKBB4QKU=/fit-in/64x64/filters:strip_icc()/pic3646165.jpg
1104,25821,The Werewolves of Miller's Hollow,2001,1105,6.72,6.484,10376,/boardgame/25821/werewolves-millers-hollow,https://cf.geekdo-images.com/gBxf-8tL9SnYglYY7dEpJA__micro/img/BypvNuqDF7dx1Xu1IteixSMRco0=/fit-in/64x64/filters:strip_icc()/pic510856.jpg
